,industry,wr1,wr2,wr3,wr4,vol1,vol2,vol3,vol4,pe_ratio,debt_to_equity,quick_ratio,total_shareholder_return,profit_margin,free_cash_margin,volatility,cpi,interest_rate,unemployment_rate,sma,rsi,ema,label
398,Health Care,-0.0648926252997484,0.0776466727884593,0.0089933126454851,-0.0880741151099064,3292100.0,3286900.0,3879200.0,2623200.0,192.7,0.95,4.54,-2.46,15.47,-4.87,0.0353860553165315,296.311,0.83,3.6,69.62666666666667,44.790812141099295,70.9253125,0
399,Energy,0.0933631708772141,0.0018179925465421,-0.0254411310216006,0.0580984243832418,3664300.0,4776200.0,25284700.0,4230000.0,11.14,0.24,1.87,4.34,32.84,36.88,0.0246634993259892,287.504,0.33,3.6,122.28,79.63004737198285,121.73458333333332,0
401,Technology,0.2099934151759286,-0.0242697816749519,0.0674003327234656,0.0025281685726272,5625800.0,4393400.0,4728100.0,5878500.0,603.59,0.15,1.87,2.15,-5.06,22.82,0.0452215960189969,296.171,2.33,3.7,52.73666666666666,100.0,52.9525,0
402,Telecommunications,0.0118134768984405,0.0031182057168068,0.0077518033645546,0.0271142020410211,327000.0,540100.0,540100.0,633300.0,17.78,1.27,0.42,1.09,14.1,20.94,0.0143571074446525,246.669,1.16,4.2,48.60999999999999,98.63945578231318,48.623333333333335,0
403,Consumer Staples,0.0215767067274443,0.0079206025855519,-0.0098364305790302,0.0275919598474165,7660800.0,6666900.0,8513900.0,5037700.0,13.34,1.16,0.54,1.94,3.22,2.99,0.0195508688605343,267.054,0.07,6.1,76.12,95.58948261238352,76.24375,0
404,Health Care,0.048450379097327,-0.1170179705293498,-0.0333429690710907,-0.0181560106496033,1186800.0,1285600.0,1231400.0,1389200.0,-68.3,1.07,0.56,7.55,0.83,-0.59,0.0204369884041031,254.202,2.4,3.8,116.93333333333332,94.41674975074774,116.74625,1
405,Technology,0.019031989307324,-0.0291563652570615,-0.0264178845858879,0.0316241031483172,31098000.0,20546000.0,27718000.0,33306000.0,30.7,0.07,3.26,1.67,18.17,22.46,0.0192549550998965,259.918,0.1,8.4,74.74333333333333,72.52816812254716,74.88122916666666,1
406,Consumer Staples,0.0187846252979035,-0.0033040081762156,-0.0090943365794739,-0.0125720045119205,4444100.0,3317000.0,4212300.0,2848800.0,42.39,0.68,0.18,281.07,11.17,19.74,0.0160890133469567,256.759,2.13,3.5,27.69333333333333,54.06824146981628,27.655,0
407,Consumer Discretionary,0.0070352792602813,-0.0056212714505139,0.0028816942771132,-0.0259916514263868,1345400.0,1174800.0,2171600.0,1228600.0,43.7,0.96,0.84,-0.53,6.01,13.92,0.0188867652981099,244.524,0.91,4.4,80.25333333333332,55.749128919860624,80.22041666666667,0
408,Consumer Discretionary,-0.057814431482422,-0.0347826629886647,-0.0257828073121583,-0.0079653476152875,1873300.0,2353500.0,1916500.0,1492200.0,31.6,0.27,0.46,2.03,33.75,45.31,0.021789257268385,292.296,0.83,3.6,123.00666666666672,21.81242221970808,122.94333333333331,0
409,Energy,-0.2014304835618935,0.2887864233070887,-0.0433504578313735,-0.1253213786129856,49502200.0,37197400.0,36902400.0,44491700.0,-2.69,1.27,0.5,7.76,-33.54,-5.95,0.0206724037708398,256.394,0.05,13.2,14.746666666666664,4.347826086956513,14.495833333333334,1
410,Consumer Discretionary,-0.0171318175848798,0.0055253148214681,-0.0955416482032386,-0.003904318316359,2011100.0,2366900.0,2411400.0,2165900.0,32.49,0.88,0.88,3.14,-5.03,18.77,0.0175577281215987,241.729,0.41,4.9,92.28,21.500386697602423,92.05208333333331,1
411,Industrials,-0.0152642977863563,-0.0216974203281033,-0.074314533528453,-0.0008854857926209,2298600.0,1293800.0,1933000.0,1345200.0,24.46,0.35,1.95,2.51,19.7,12.21,0.0176332340685758,252.885,2.2,3.8,150.6233333333333,44.61138935262476,150.69958333333335,1
413,Finance,-0.0057778305092058,0.0040008850426918,0.0162682896980763,0.0157786769424711,1758800.0,780600.0,1061200.0,1286800.0,21.5,0.76,0.89,-3.08,10.51,-0.83,0.0162654582909986,241.428,0.4,5.0,49.85666666666668,46.73366834170852,49.83291666666666,1
416,Telecommunications,-0.0206922211677666,-0.0313411295048685,-0.0154287869475216,0.0134545759721235,2703500.0,3270600.0,2822300.0,2214800.0,-20.0,2.31,1.16,-23.18,7.59,18.35,0.0214500581643804,252.006,1.91,3.8,26.05,34.24317617866011,26.1175,1
417,Technology,-0.0725246989064408,0.0266835562477985,0.0157460145571629,-0.0135800244293446,7335700.0,3964000.0,2172900.0,1624000.0,-19.3,2.05,2.03,-3.58,-93.82,13.29,0.028981013096443,271.696,0.06,5.9,116.06000000000002,24.607639917086136,114.63916666666668,1
418,Health Care,-0.0163720369728379,0.0170140075797558,0.004806022532389,0.0075926461066143,1790500.0,2083700.0,4343200.0,2724700.0,15.17,0.72,1.39,6.71,4.29,5.16,0.0196126352919219,238.654,0.13,5.2,164.14,46.861313868613166,164.98541666666665,0
419,Industrials,0.0357104521557654,-0.0225818860123418,0.0051298588884783,-0.0147811760641653,2246400.0,2238600.0,2512000.0,2842400.0,25.42,1.05,0.84,3.39,13.54,-1.64,0.0190931681176177,292.296,0.83,3.6,193.29666666666665,100.0,193.94833333333327,0
